id,login,password_hash,first_name,last_name,authority,email,phone_number,notes,organization_id,org_role,fourteen_plus,guardian_first_name,guardian_last_name,guardian_email,guardian_phone,school,grade_level,state_student_id,org_student_id,created_by,created_date,last_modified_by,last_modified_date
269,mmoore,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Maranda,Moore,ROLE_STUDENT,Maranda.Moore@yahoo.com,(303) 842-7148,,3,null,1,Robert,Moore,rmoore@gmail.com,(720) 631-0040,John F. Kennedy High School,TWELFTH,940357511,207214,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
270,nferguson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Nell,Ferguson,ROLE_STUDENT,null,(720) 987-8129,,3,null,0,Marie,Ferguson,Marie.Ferguson@gmail.com,(720) 644-6988,Kepner Beacon Middle School,SEVENTH,605739183,915167,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
271,gwu,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Gail,Wu,ROLE_STUDENT,gwu@aol.com,(720) 831-5709,,3,null,1,David,Johnson,djohnson@gmail.com,(303) 346-8155,Dr. Martin Luther King Jr. Early College High School,NINTH,073482126,836352,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
272,smorgan,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Steven,Morgan,ROLE_STUDENT,Steven.Morgan@icloud.com,(303) 989-7821,,3,null,1,Erin,Morgan,morgan1572@gmail.com,(303) 265-1379,Compassion Road Academy,NINTH,726774527,635829,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
273,tlacy,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Tara,Lacy,ROLE_STUDENT,null,(303) 518-1921,,3,null,0,Otto,Lacy,olacy@outlook.com,(303) 974-7691,Morey Middle School,SEVENTH,797663860,469859,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
274,frissman,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Frank,Rissman,ROLE_STUDENT,null,(720) 987-0936,,3,null,0,Peter,Rissman,Peter.Rissman@sbcglobal.net,(303) 267-7216,Kepner Beacon Middle School,SIXTH,605185892,099571,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
275,rjohnson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Rachel,Johnson,ROLE_STUDENT,null,(720) 272-4398,,3,null,0,Maria,Johnson,mjohnson@icloud.com,(303) 182-4290,Wyatt Academy Middle School,SIXTH,342722212,606430,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
276,nkehoe,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Neil,Kehoe,ROLE_STUDENT,kehoe7270@icloud.com,(303) 765-2106,,3,null,1,Lynn,Kehoe,kehoe4567@gmail.com,(303) 870-6787,George Washington High School,TWELFTH,833792986,344256,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
277,jralston,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Joe,Ralston,ROLE_STUDENT,null,(303) 284-2828,,3,null,0,Aaron,Ralston,Aaron.Ralston@gmail.com,(720) 113-8958,Kepner Beacon Middle School,SEVENTH,413655974,730404,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
278,bwhitney,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Blake,Whitney,ROLE_STUDENT,null,(303) 370-2732,,3,null,0,Dennis,Whitney,Dennis.Whitney@sbcglobal.net,(720) 398-1652,Skinner Middle School,SIXTH,255428395,564780,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
279,fwilk,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Frances,Wilk,ROLE_STUDENT,null,(720) 286-2748,,3,null,0,Christopher,Wilk,wilk6842@aol.com,(303) 209-4455,Wyatt Academy Middle School,SEVENTH,660620241,048762,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
280,jjiles,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,John,Jiles,ROLE_STUDENT,jjiles@gmail.com,(303) 755-3872,,3,null,1,Julie,Jiles,Julie.Jiles@yahoo.com,(720) 564-7126,Abraham Lincoln High School,ELEVENTH,850586205,016138,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
281,cheape,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Carolyn,Heape,ROLE_STUDENT,null,(720) 489-6260,,3,null,0,Lauren,Heape,lheape@gmail.com,(303) 461-0550,Wyatt Academy Middle School,SEVENTH,354227445,676989,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
282,ldoles,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lyndia,Doles,ROLE_STUDENT,null,(303) 941-8562,,3,null,0,Glenn,Doles,Glenn.Doles@gmail.com,(720) 091-0727,Summit Academy Middle School,SIXTH,254225129,488228,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
283,ttaylor,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Todd,Taylor,ROLE_STUDENT,null,(720) 870-1112,,3,null,0,Frank,Taylor,ftaylor@sbcglobal.net,(303) 457-7824,Byers Middle School,EIGHTH,396917580,625446,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
284,ehernandez,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Ethel,Hernandez,ROLE_STUDENT,Ethel.Hernandez@icloud.com,(720) 305-1398,,3,null,1,Ashley,Hernandez,Ashley.Hernandez@sbcglobal.net,(303) 887-4386,Abraham Lincoln High School,TWELFTH,787808025,826921,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
285,lcook,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lillian,Cook,ROLE_STUDENT,null,(303) 229-7894,,3,null,0,William,Cook,William.Cook@yahoo.com,(303) 825-0319,Bruce Randolph Middle School,SEVENTH,866901837,791966,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
286,ijerrell,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Isaura,Jerrell,ROLE_STUDENT,Isaura.Jerrell@yahoo.com,(303) 715-2416,,3,null,1,Daniel,Jerrell,djerrell@gmail.com,(720) 259-5955,Dr. Martin Luther King Jr. Early College High School,NINTH,432529976,297362,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
287,ichase,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Irene,Chase,ROLE_STUDENT,Irene.Chase@aol.com,(303) 143-1686,,3,null,1,Michael,Chase,mchase@outlook.com,(303) 874-8454,Bruce Randolph High School,NINTH,646512138,664508,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
288,nhall,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Nikita,Hall,ROLE_STUDENT,null,(303) 687-7864,,3,null,0,Jerry,Hall,hall6175@icloud.com,(720) 102-6630,Byers Middle School,SIXTH,667078838,702784,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
289,jkaminski,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jennie,Kaminski,ROLE_STUDENT,null,(720) 791-7381,,3,null,0,Matthew,Kaminski,Matthew.Kaminski@yahoo.com,(720) 188-3155,"Dr. Martin Luther King, Jr. Early College Middle School",SIXTH,917274046,686307,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
290,mkoontz,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Maria,Koontz,ROLE_STUDENT,null,(720) 958-5726,,3,null,0,Linda,Koontz,Linda.Koontz@gmail.com,(303) 096-6047,"Dr. Martin Luther King, Jr. Early College Middle School",EIGHTH,266809955,824779,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
291,mwilkins,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Monica,Wilkins,ROLE_STUDENT,mwilkins@yahoo.com,(720) 043-1152,,3,null,1,Alexander,Wilkins,Alexander.Wilkins@outlook.com,(303) 276-8590,Bruce Randolph High School,ELEVENTH,388264983,873589,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
292,swilson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Sherrill,Wilson,ROLE_STUDENT,Sherrill.Wilson@yahoo.com,(720) 484-6074,,3,null,1,Samantha,Wilson,swilson@icloud.com,(720) 987-6017,John F. Kennedy High School,NINTH,408466677,992585,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
293,aoliva,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Arthur,Oliva,ROLE_STUDENT,null,(720) 454-0907,,3,null,0,Tim,Oliva,toliva@yahoo.com,(303) 945-9801,Skinner Middle School,SEVENTH,974018847,597767,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
294,jbusby,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Joyce,Busby,ROLE_STUDENT,Joyce.Busby@gmail.com,(720) 247-0865,,3,null,1,Calvin,Busby,Calvin.Busby@gmail.com,(720) 112-4481,Florence Crittenton High School,ELEVENTH,819781118,398241,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
295,awhidden,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Amber,Whidden,ROLE_STUDENT,null,(303) 826-7203,,3,null,0,Celestina,Whidden,cwhidden@icloud.com,(303) 782-8980,Byers Middle School,EIGHTH,347404139,230355,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
296,ddickinson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,David,Dickinson,ROLE_STUDENT,dickinson5285@yahoo.com,(303) 716-7327,,3,null,1,Brad,Dickinson,dickinson2214@yahoo.com,(720) 548-8910,Bruce Randolph High School,ELEVENTH,276829916,851206,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
297,dyelvington,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,David,Yelvington,ROLE_STUDENT,null,(720) 558-8265,,3,null,0,Ellie,Yelvington,Ellie.Yelvington@gmail.com,(720) 639-4815,Kepner Beacon Middle School,EIGHTH,765656979,347135,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
298,wcresswell,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Willie,Cresswell,ROLE_STUDENT,null,(720) 930-8283,,3,null,0,Dan,Cresswell,dcresswell@yahoo.com,(720) 986-9742,Byers Middle School,EIGHTH,622525345,623914,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
299,rcorley,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Ramona,Corley,ROLE_STUDENT,Ramona.Corley@aol.com,(720) 643-7649,,3,null,1,John,Karnofski,karnofski6246@gmail.com,(720) 439-4269,George Washington High School,TENTH,660343707,167829,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
300,scutone,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Stella,Cutone,ROLE_STUDENT,cutone5110@gmail.com,(720) 780-2682,,3,null,1,Helen,Cutone,hcutone@yahoo.com,(720) 174-3899,Dr. Martin Luther King Jr. Early College High School,TWELFTH,059185025,079530,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
301,fryker,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Fernando,Ryker,ROLE_STUDENT,null,(303) 098-1456,,3,null,0,Arturo,Ryker,ryker8408@yahoo.com,(720) 127-8294,Morey Middle School,SIXTH,031220668,450695,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
302,ldempsey,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Linda,Dempsey,ROLE_STUDENT,null,(303) 146-9198,,3,null,0,Alfred,Dempsey,adempsey@yahoo.com,(303) 769-6090,Byers Middle School,SEVENTH,807874215,499477,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
303,tford,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Thomas,Ford,ROLE_STUDENT,tford@gmail.com,(303) 332-1630,,3,null,1,Frederick,Ford,ford5793@aol.com,(720) 824-0037,Florence Crittenton High School,NINTH,580678550,925350,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
304,eornelas,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Elsa,Ornelas,ROLE_STUDENT,eornelas@gmail.com,(303) 473-5223,,3,null,1,Christopher,Peine,cpeine@icloud.com,(720) 420-8754,Abraham Lincoln High School,TWELFTH,733117355,029618,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
305,dgoertz,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Daniel,Goertz,ROLE_STUDENT,null,(303) 803-8985,,3,null,0,Bernard,Goertz,goertz2685@gmail.com,(303) 564-2120,Skinner Middle School,SEVENTH,218387402,282668,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
306,msantiago,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Michael,Santiago,ROLE_STUDENT,Michael.Santiago@gmail.com,(720) 736-7130,,3,null,1,Majorie,Santiago,Majorie.Santiago@aol.com,(720) 391-6070,George Washington High School,NINTH,509647269,507124,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
307,gburns,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,George,Burns,ROLE_STUDENT,gburns@gmail.com,(303) 127-8810,,3,null,1,Pauline,Estep,Pauline.Estep@yahoo.com,(303) 364-2351,Dr. Martin Luther King Jr. Early College High School,NINTH,666435254,947450,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
308,llulewicz,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Lori,Lulewicz,ROLE_STUDENT,lulewicz6654@yahoo.com,(720) 354-9786,,3,null,1,Casey,Lulewicz,Casey.Lulewicz@gmail.com,(720) 764-1634,Compassion Road Academy,ELEVENTH,350009381,039137,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
309,kortega,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kandi,Ortega,ROLE_STUDENT,Kandi.Ortega@gmail.com,(303) 157-3411,,3,null,1,Laurence,Ortega,Laurence.Ortega@gmail.com,(720) 832-1720,Compassion Road Academy,TWELFTH,554185499,375894,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
310,msester,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Mona,Sester,ROLE_STUDENT,null,(303) 779-4846,,3,null,0,Albert,Sester,Albert.Sester@yahoo.com,(303) 818-5159,Skinner Middle School,EIGHTH,462074400,561971,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
311,dwilliamson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Daniel,Williamson,ROLE_STUDENT,Daniel.Williamson@yahoo.com,(720) 861-9707,,3,null,1,Gladys,Williamson,gwilliamson@gmail.com,(720) 432-8036,Dr. Martin Luther King Jr. Early College High School,ELEVENTH,562970653,192613,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
312,kbowman,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Kenneth,Bowman,ROLE_STUDENT,bowman3987@gmail.com,(720) 743-2370,,3,null,1,Keith,Bowman,Keith.Bowman@yahoo.com,(303) 285-3673,Abraham Lincoln High School,NINTH,921095623,342629,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
313,jhanson177,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Jennifer,Hanson,ROLE_STUDENT,null,(720) 563-6652,,3,null,0,Iris,Hanson,ihanson@yahoo.com,(303) 969-1395,Byers Middle School,SEVENTH,491167412,997285,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
314,abouchard,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Austin,Bouchard,ROLE_STUDENT,abouchard@aol.com,(720) 163-0060,,3,null,1,Sara,Bouchard,Sara.Bouchard@gmail.com,(303) 699-7097,Bruce Randolph High School,ELEVENTH,094241006,903262,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
315,smihok,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Stanley,Mihok,ROLE_STUDENT,mihok1796@gmail.com,(303) 261-5563,,3,null,1,Lillie,Mihok,lmihok@aol.com,(303) 449-6264,Abraham Lincoln High School,NINTH,542257822,157873,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
316,mriddle,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Michelle,Riddle,ROLE_STUDENT,Michelle.Riddle@aol.com,(720) 040-5077,,3,null,1,Sallie,Riddle,Sallie.Riddle@sbcglobal.net,(720) 764-6949,John F. Kennedy High School,NINTH,943054439,814204,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
317,ahinchman,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Andrew,Hinchman,ROLE_STUDENT,Andrew.Hinchman@aol.com,(720) 112-4658,,3,null,1,Aaron,Hinchman,Aaron.Hinchman@gmail.com,(720) 292-9807,Bruce Randolph High School,NINTH,927195333,383156,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
318,mhauck,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Marilyn,Hauck,ROLE_STUDENT,Marilyn.Hauck@yahoo.com,(720) 681-0922,,3,null,1,Billy,Hauck,Billy.Hauck@gmail.com,(720) 170-3605,George Washington High School,TWELFTH,876425575,477942,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
319,rlozano,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Richard,Lozano,ROLE_STUDENT,null,(720) 891-8195,,3,null,0,Francis,Lozano,Francis.Lozano@icloud.com,(303) 318-9115,Merrill Middle School,SEVENTH,157845487,643463,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
320,tlloyd,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Tiana,Lloyd,ROLE_STUDENT,Tiana.Lloyd@gmail.com,(720) 270-8504,,3,null,1,Gerald,Lloyd,Gerald.Lloyd@yahoo.com,(303) 408-3075,Compassion Road Academy,TWELFTH,622639791,987038,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
321,jwiggins,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Joyce,Wiggins,ROLE_STUDENT,null,(720) 843-8202,,3,null,0,Dorothy,Wiggins,wiggins6959@gmail.com,(303) 514-9194,Summit Academy Middle School,SEVENTH,370494959,879781,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
322,jrichardson,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,James,Richardson,ROLE_STUDENT,James.Richardson@yahoo.com,(303) 378-6715,,3,null,1,Don,Richardson,drichardson@gmail.com,(303) 800-5834,Abraham Lincoln High School,NINTH,076748763,987990,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
323,bbillingsley,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Bruce,Billingsley,ROLE_STUDENT,billingsley4965@aol.com,(720) 828-3143,,3,null,1,Jacqueline,Billingsley,Jacqueline.Billingsley@icloud.com,(303) 265-4708,Florence Crittenton High School,NINTH,058974151,242941,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
324,baustin,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Benjamin,Austin,ROLE_STUDENT,null,(303) 127-2930,,3,null,0,William,Austin,austin5283@outlook.com,(720) 531-6273,Skinner Middle School,SIXTH,364955349,786246,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
325,hgeiger,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Howard,Geiger,ROLE_STUDENT,Howard.Geiger@gmail.com,(303) 699-3271,,3,null,1,Edwin,Geiger,egeiger@aol.com,(303) 798-6142,Bruce Randolph High School,NINTH,404782517,880207,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
326,ereddout,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Estella,Reddout,ROLE_STUDENT,reddout2005@icloud.com,(303) 427-8517,,3,null,1,Catherine,Stone,Catherine.Stone@gmail.com,(720) 024-6675,Emily Griffith High School,NINTH,196172176,466286,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
327,mhaynes,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Mary,Haynes,ROLE_STUDENT,haynes3205@gmail.com,(303) 179-5079,,3,null,1,Kurt,Haynes,Kurt.Haynes@yahoo.com,(303) 225-0549,Compassion Road Academy,NINTH,928882242,798621,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
328,lharper,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Larry,Harper,ROLE_STUDENT,null,(303) 552-0338,,3,null,0,David,Harper,David.Harper@sbcglobal.net,(303) 992-7441,Morey Middle School,EIGHTH,096330024,394361,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
329,dgonzales,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Dorothy,Gonzales,ROLE_STUDENT,Dorothy.Gonzales@icloud.com,(303) 932-5900,,3,null,1,Jean,Gonzales,gonzales9997@gmail.com,(303) 691-4118,Dr. Martin Luther King Jr. Early College High School,ELEVENTH,665882534,722882,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
330,riredale,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Ron,Iredale,ROLE_STUDENT,Ron.Iredale@yahoo.com,(720) 642-0934,,3,null,1,Lyle,Iredale,iredale3709@yahoo.com,(303) 192-6729,Abraham Lincoln High School,NINTH,555074945,678984,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
331,lmartin,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Latonya,Martin,ROLE_STUDENT,null,(303) 699-3153,,3,null,0,Rayna,Martin,rmartin@gmail.com,(303) 608-9055,Wyatt Academy Middle School,EIGHTH,616600592,554697,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
332,emotley,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Earl,Motley,ROLE_STUDENT,Earl.Motley@aol.com,(303) 679-6558,,3,null,1,Stephany,Motley,Stephany.Motley@sbcglobal.net,(303) 138-1082,Bruce Randolph High School,TENTH,377631597,629555,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
333,dmarkham,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Derrick,Markham,ROLE_STUDENT,null,(303) 953-8251,,3,null,0,Angelo,Markham,markham3581@aol.com,(303) 688-7348,Summit Academy Middle School,EIGHTH,573274970,792332,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
334,vdennis,$2a$10$gSAhZrxMllrbgj/kkK9UceBPpChGWJA7SYIb1Mqo.n5aNLq1/oRrC,Vernon,Dennis,ROLE_STUDENT,null,(303) 012-0559,,3,null,0,Walter,Dennis,Walter.Dennis@gmail.com,(720) 981-3246,Morey Middle School,SEVENTH,371016331,270165,SYSTEM,2017-09-01T12:00:00,SYSTEM,2017-09-01T12:00:00
